Untitled_Curation_15_04_2026
title;authors;pmid;pmcid;doi;articleYear;journal;articleLink;source;status;exclusion;tags;neurostoreId
Brain Volumetrics, Regional Cortical Thickness and Radiographic Findings in Adults with Cyanotic Congenital Heart Disease;"Cordina, Rachael;Grieve, Stuart;Barnett, Michael;Lagopoulos, Jim;Malitz, Nathan;Celermajer, David S";24501700;PMC3913831;10.1016/j.nicl.2013.12.011;2014;NeuroImage. Clinical;https://pubmed.ncbi.nlm.nih.gov/24501700;Neurostore;Screening;Irrelevant;;6pA3Q93ypQfv
Abnormal Grey Matter Arteriolar Cerebral Blood Volume in Schizophrenia Measured With 3D Inflow-Based Vascular-Space-Occupancy MRI at 7T.;"Hua, Jun;Brandt, Allison S;Lee, SeungWook;Blair, Nicholas I S;Wu, Yuankui;Lui, Su;Patel, Jaymin;Faria, Andreia V;Lim, Issel Anne L;Unschuld, Paul G;Pekar, James J;van Zijl, Peter C M;Ross, Christopher A;Margolis, Russell L";27539951;PMC5464028;10.1093/schbul/sbw109;2017;Schizophrenia bulletin;https://pubmed.ncbi.nlm.nih.gov/27539951;Neurostore;Screening;Irrelevant;;ErkgBDHVHLHZ
Brain Glucose Metabolism in Vascular White Matter Disease With Dementia: Differentiation From Alzheimer Disease;Belen Pascual, Elena Prieto, Javier Arbizu, Josep Marti-Climent, Jorge Olier, Joseph C. Masdeu;21051671;;10.1161/STROKEAHA.110.591552;2010;Stroke;https://pubmed.ncbi.nlm.nih.gov/21051671;Neurostore;Screening;Irrelevant;;7BGokpfGUVS2
Alterations in nicotinic α4β2 receptor binding in vascular dementia using123I-5IA-85380 SPECT: Comparison with regional cerebral blood flow;"Colloby, S J;Firbank, M J;Pakrasi, S;Perry, E K;Pimlott, S L;Wyper, D J;McKeith, I G;Williams, E D;O'Brien, J T";19269714;;10.1016/j.neurobiolaging.2009.02.005;2011;Neurobiology of aging;https://pubmed.ncbi.nlm.nih.gov/19269714;Neurostore;Screening;Irrelevant;;3SzWZXpg8i4H
Study of gray matter atrophy pattern with subcortical ischemic vascular disease-vascular cognitive impairment no dementia based on structural magnetic resonance imaging;"Tan L; Xing J; Wang Z; Du X; Luo R; Wang J; Zhao J; Zhao W; Yin C";36815175;PMC9939744;10.3389/fnagi.2023.1051177;2023;Front Aging Neurosci;https://pubmed.ncbi.nlm.nih.gov/36815175;Neurostore;Screening;Irrelevant;;t9LdogPkgqVQ
Longitudinal changes of cortical morphology in CADASIL.;Eric Jouvent, Jean-François Mangin, Edouard Duchesnay, Raphael Porcher, Marco Düring, Yvonne Mewald, Jean-Pierre Guichard, Dominique Hervé, Sonia Reyes, Nikola Zieren, Martin Dichgans, Hugues Chabriat;22000857;;10.1016/j.neurobiolaging.2011.09.013;2011;Neurobiology of aging;https://pubmed.ncbi.nlm.nih.gov/22000857;Neurostore;Screening;Irrelevant;;7rLeNBnesbdt
Diagnostic Efficacy of Voxel-Mirrored Homotopic Connectivity in Vascular Dementia as Compared to Alzheimer’s Related Neurodegenerative Diseases—A Resting State fMRI Study;"Cheung, Eva Y. W.; Shea, Y. F.; Chiu, Patrick K. C.; Kwan, Joseph S. K.; Mak, Henry K. F.";34685479;PMC8538280;10.3390/life11101108;2021;Life (Basel);https://pubmed.ncbi.nlm.nih.gov/34685479;Neurostore;Screening;Irrelevant;;pX36tXMZiRKD
Abnormal functional connectivity in patients with vascular cognitive impairment, no dementia: A resting-state functional magnetic resonance imaging study;Sun YW, Qin LD, Zhou Y, Xu Q, Qian LJ, Tao J, Xu JR;21605598;;10.1016/j.bbr.2011.05.006;2011;Behavioural brain research;https://pubmed.ncbi.nlm.nih.gov/21605598;Neurostore;Screening;Irrelevant;;RX9WYK4nyYEw
Alzheimer's and vascular disease classification using regional texture biomarkers in FLAIR MRI.;"Chan, Karissa;Fischer, Corinne;Maralani, Pejman Jabehdar;Black, Sandra E;Moody, Alan R;Khademi, April";36989851;PMC10074987;10.1016/j.nicl.2023.103385;2023;NeuroImage. Clinical;https://pubmed.ncbi.nlm.nih.gov/36989851;Neurostore;Screening;Irrelevant;;ATnqcPVFmG9s
Quantitative morphometric changes in vascular mild cognitive impairment patients: early diagnosis of dementia.;Jitian Guan, Qiuyu Li, Zhuozhi Dai, Lingfeng Lai, Shuyi Sun, Yiqun Geng, Zhiwei Shen, Lan Luo, Yanlong Jia, Lin Yang, Yanyan Tang, Gen Yan, Renhua Wu;36635220;PMC10152087;10.1093/cercor/bhac437;2023;Cerebral cortex (New York, N.Y. : 1991);https://pubmed.ncbi.nlm.nih.gov/36635220;Neurostore;Screening;Irrelevant;;5nbdKnTMAaf8
A primary study of diffusion tensor imaging-based histogram analysis in vascular cognitive impairment with no dementia;"Zhou, Yan;Qun-Xu;Qin, Lin-di;Qian, Li-jun;Cao, Wei-wen;Xu, Jian-rong";20947245;;10.1016/j.clineuro.2010.09.007;2011;Clinical neurology and neurosurgery;https://pubmed.ncbi.nlm.nih.gov/20947245;Neurostore;Screening;Irrelevant;;7mGowtSUAAAJ
Altered Granger Causal Connectivity of Resting-State Neural Networks in Patients With Leukoaraiosis-Associated Cognitive Impairment—A Cross-Sectional Study;"Shi, Qingli; Chen, Hongyan; Jia, Qian; Yuan, Zinan; Wang, Jinfang; Li, Yuexiu; Han, Zaizhu; Mo, Dapeng; Zhang, Yumei";32655471;PMC7325959;10.3389/fneur.2020.00457;2020;Front Neurol;https://pubmed.ncbi.nlm.nih.gov/32655471;Neurostore;Screening;Irrelevant;;PjNu3GyXXjs6
Low-Frequency Fluctuations Amplitude Signals Exhibit Abnormalities of Intrinsic Brain Activities and Reflect Cognitive Impairment in Leukoaraiosis Patients;"Wang, Jinfang; Chen, Hongyan; Liang, Huazheng; Wang, Wanming; Liang, Yi; Liang, Ying; Zhang, Yumei";31302662;PMC6650186;10.12659/MSM.915528;2019;Med Sci Monit;https://pubmed.ncbi.nlm.nih.gov/31302662;Neurostore;Screening;Irrelevant;;KTHQAwykxzaU
Effects of a physical activity intervention on brain atrophy in older adults at risk of dementia: a randomized controlled trial.;"Sinclair, Benjamin;Steward, Chris;Venkatraman, Vijay;Aljondi, Rowa;Cox, Kay L;Ellis, Kathryn A;Ames, David;Masters, Colin L;Phal, Pramit M;Sharman, Matthew J;Cyarto, Elizabeth V;Lai, Michelle M Y;Szoeke, Cassandra;Lautenschlager, Nicola T;Desmond, Patricia M";34757564;;10.1007/s11682-021-00577-7;2021;Brain imaging and behavior;https://pubmed.ncbi.nlm.nih.gov/34757564;Neurostore;Screening;Irrelevant;;QqrzWccFCPea
Influence of vascular endothelial growth factor variation on human hippocampus morphology.;"Blumberg, Hilary P;Wang, Fei;Chepenik, Lara G;Kalmar, Jessica H;Edmiston, Elliot Kale;Duman, Ronald S;Gelernter, Joel";18707678;PMC2649728;10.1016/j.biopsych.2008.07.003;2008;Biological psychiatry;https://pubmed.ncbi.nlm.nih.gov/18707678;Neurostore;Screening;Irrelevant;;BSUfd2t2ifLm
Misoplegia and dementia: a case study.;Diogo Haddad Santos, Yngrid Dieguez Ferreira, Gilvan Guersoni Hora, Luiza Ramos de Freiras, Paulo Henrique Maia de Freitas, Bruna Garbugio Dutra, Rubens José Gagliardi;34345373;PMC8283884;10.1590/1980-57642021dn15-020019;2021;Dementia & neuropsychologia;https://pubmed.ncbi.nlm.nih.gov/34345373;Neurostore;Screening;Irrelevant;;V3cLx4Qv6b2Z
Severe asymptomatic carotid stenosis is associated with robust reductions in homotopic functional connectivity;"Gao L; Wang T; Qian T; Xiao F; Bai L; Zhang J; Xu H";31835289;PMC6911862;10.1016/j.nicl.2019.102101;2019;Neuroimage Clin;https://pubmed.ncbi.nlm.nih.gov/31835289;Neurostore;Screening;Irrelevant;;JBSuCmXwxYAJ
Early small vessel disease affects frontoparietal and cerebellar hubs in close correlation with clinical symptoms—a resting-state fMRI study;Alexander Schaefer, Eva M Quinque, Judy A Kipping, Katrin Arélin, Elisabeth Roggenhofer, Stefan Frisch, Arno Villringer, Karsten Mueller and Matthias L Schroeter;24780899;PMC4083384;10.1038/jcbfm.2014.70;2014;Journal of Cerebral Blood Flow & Metabolism;https://pubmed.ncbi.nlm.nih.gov/24780899;Neurostore;Screening;Irrelevant;;7SJfRMcPsLpP
Frequency-dependent changes in the amplitude of low-frequency fluctuations in subcortical ischemic vascular disease (SIVD): A resting-state fMRI study;Li C, Liu C, Yin X, Yang J, Gui L, Wei L, Wang J;25138697;;10.1016/j.bbr.2014.08.019;2014;Behavioural brain research;https://pubmed.ncbi.nlm.nih.gov/25138697;Neurostore;Screening;Irrelevant;;6JG9UsgxFvtf
The effect of physical activity on white matter integrity in aging and prodromal to mild Alzheimer’s disease with vascular comorbidity;"Konwar S; Manca R; De Marco M; Soininen H; Venneri A";37520122;PMC10382177;10.3389/fnagi.2023.1096798;2023;Front Aging Neurosci;https://pubmed.ncbi.nlm.nih.gov/37520122;Neurostore;Screening;Irrelevant;;fzkgvPzJiRDC
Homocysteine, neural atrophy, and the effect of caloric restriction in rhesus monkeys;"Willette, Auriel A;Gallagher, Catherine;Bendlin, Barbara B;McLaren, Donald G;Kastman, Erik K;Canu, Elisa;Kosmatka, Kris J;Field, Aaron S;Alexander, Andrew L;Colman, Ricki J;Voytko, Mary-Lou L;Weindruch, Richard H;Coe, Christopher L;Johnson, Sterling C";20691506;PMC3279572;10.1016/j.neurobiolaging.2010.06.003;2012;Neurobiology of aging;https://pubmed.ncbi.nlm.nih.gov/20691506;Neurostore;Screening;Irrelevant;;34TsEZDMbVtY
Elevated body mass index and maintenance of cognitive function in late life: exploring underlying neural mechanisms;"Hsu, Chun Liang;Voss, Michelle W;Best, John R;Handy, Todd C;Madden, Kenneth;Bolandzadeh, Niousha;Liu-Ambrose, Teresa";26347646;PMC4539697;10.3389/fnagi.2015.00155;2015;Frontiers in aging neuroscience;https://pubmed.ncbi.nlm.nih.gov/26347646;Neurostore;Screening;Irrelevant;;3wzRSbGeadqe
The Modulatory Effect of Cerebrovascular Burden in Response to Cognitive Stimulation in Healthy Ageing and Mild Cognitive Impairment;"Bentham C; De Marco M; Venneri A";31467519;PMC6701285;10.1155/2019/2305318;2019;Neural Plast;https://pubmed.ncbi.nlm.nih.gov/31467519;Neurostore;Screening;Irrelevant;;vGCNNXPS587A
Leukoaraiosis and Gray Matter Volume Alteration in Older Adults: The PROOF Study;"Celle S; Boutet C; Annweiler C; Ceresetti R; Pichot V; Barthélémy JC; Roche F";35095388;PMC8793339;10.3389/fnins.2021.747569;2021;Front Neurosci;https://pubmed.ncbi.nlm.nih.gov/35095388;Neurostore;Screening;Irrelevant;;KVuW2m7uWbct
Changes in hemodynamic response function components reveal specific changes in neurovascular coupling in type 2 diabetes;"Duarte, João Valente; Guerra, Catarina; Moreno, Carolina; Gomes, Leonor; Castelo-Branco, Miguel";36703928;PMC9872943;10.3389/fphys.2022.1101470;2022;Front Physiol;https://pubmed.ncbi.nlm.nih.gov/36703928;Neurostore;Screening;Irrelevant;;UupE8y79dLY5
Structural and Functional Disruptions in Subcortical Vascular Mild Cognitive Impairment With and Without Depressive Symptoms;"Lyu, Hanqing; Wang, Jianjun; Xu, Jinping; Zheng, Haotao; Yang, Xiaoyan; Lin, Songjun; Chen, Jianxiang; Zhou, Liuchang; Hu, Yuanming; Guo, Zhouke";31572164;PMC6753164;10.3389/fnagi.2019.00241;2019;Front Aging Neurosci;https://pubmed.ncbi.nlm.nih.gov/31572164;Neurostore;Screening;Irrelevant;;MEw96gAdF5Ud
White matter diffusion alterations precede symptom onset in autosomal dominant Alzheimer’s disease;"Araque Caballero MÁ; Suárez-Calvet M; Duering M; Franzmeier N; Benzinger T; Fagan AM; Bateman RJ; Jack CR; Levin J; Dichgans M; Jucker M; Karch C; Masters CL; Morris JC; Weiner M; Rossor M; Fox NC; Lee JH; Salloway S; Danek A; Goate A; Yakushev I; Hassenstab J; Schofield PR; Haass C; Ewers M";30239611;PMC6158739;10.1093/brain/awy229;2018;Brain;https://pubmed.ncbi.nlm.nih.gov/30239611;Neurostore;Screening;Irrelevant;;2yzdgnESbe6W
The Dose-Dependent Effects of Vascular Risk Factors on Dynamic Compensatory Neural Processes in Mild Cognitive Impairment;"Chen, Haifeng; Su, Fan; Ye, Qing; Wang, Zan; Shu, Hao; Bai, Feng";29867442;PMC5951955;10.3389/fnagi.2018.00131;2018;Front Aging Neurosci;https://pubmed.ncbi.nlm.nih.gov/29867442;Neurostore;Screening;Irrelevant;;8KVihQGFMxHX
Impairment in complex activities of daily living is related to neurodegeneration in Alzheimer's disease-specific regions.;Roos J Jutten, Ellen Dicks, Lieke Vermaat, Frederik Barkhof, Philip Scheltens, Betty M Tijms, Sietske A M Sikkes;30557769;;10.1016/j.neurobiolaging.2018.11.018;2018;Neurobiology of aging;https://pubmed.ncbi.nlm.nih.gov/30557769;Neurostore;Screening;Irrelevant;;32xrozCG7ohz
Increased cerebral blood volume in small arterial vessels is a correlate of amyloid-β-related cognitive decline.;"Hua, Jun;Lee, SeungWook;Blair, Nicholas I S;Wyss, Michael;van Bergen, Jiri M G;Schreiner, Simon J;Kagerer, Sonja M;Leh, Sandra E;Gietl, Anton F;Treyer, Valerie;Buck, Alfred;Nitsch, Roger M;Pruessmann, Klaas P;Lu, Hanzhang;Van Zijl, Peter C M;Albert, Marilyn;Hock, Christoph;Unschuld, Paul G";30738323;PMC6438210;10.1016/j.neurobiolaging.2019.01.001;2019;Neurobiology of aging;https://pubmed.ncbi.nlm.nih.gov/30738323;Neurostore;Screening;Irrelevant;;Pu7AxRHSmf5E
Blood pressure variability, central autonomic network dysfunction and cerebral small vessel disease in APOE4 carriers;"Lohman, Trevor; Sible, Isabel; Kapoor, Arunima; Engstrom, Allison C; Alitin, John Paul; Gaubert, Aimee; Rodgers, Kathleen E; Bradford, David; Mather, Mara; Han, S. Duke; Thayer, Julian F.; Nation, Daniel A";38168394;PMC10760290;10.1101/2023.12.13.23299556;2023;medRxiv;https://pubmed.ncbi.nlm.nih.gov/38168394;Neurostore;Screening;Irrelevant;;kBuHtXGVi8aU
Analysis of Factors Affecting Cranial Nerve Function of Patients With Vascular Mild Cognitive Impairment Through Functional Magnetic Resonance Imaging Under Artificial Intelligence Environment;"Zhang, Lifang; Li, Yanran; Bian, Lin; Luo, Qingrong; Zhang, Xiaoxi; Zhao, Bing";35399347;PMC8989955;10.3389/fpubh.2021.803659;2021;Front Public Health;https://pubmed.ncbi.nlm.nih.gov/35399347;Neurostore;Screening;Irrelevant;;CDJyTC3KQwu8
Dissociable Functional Brain Networks Associated With Apathy in Subcortical Ischemic Vascular Disease and Alzheimer’s Disease;"Altunkaya S; Huang SM; Hsu YH; Yang JJ; Lin CY; Kuo LW; Tu MC";35185511;PMC8851472;10.3389/fnagi.2021.717037;2021;Front Aging Neurosci;https://pubmed.ncbi.nlm.nih.gov/35185511;Neurostore;Screening;Irrelevant;;6hfB66Uhksug
Apolipoprotein E-dependent load of white matter hyperintensities in Alzheimer’s disease: a voxel-based lesion mapping study;"Morgen K; Schneider M; Frölich L; Tost H; Plichta MM; Kölsch H; Rakebrandt F; Rienhoff O; Jessen F; Peters O; Jahn H; Luckhaus C; Hüll M; Gertz HJ; Schröder J; Hampel H; Teipel SJ; Pantel J; Heuser I; Wiltfang J; Rüther E; Kornhuber J; Maier W; Meyer-Lindenberg A";25984242;PMC4432954;10.1186/s13195-015-0111-8;2015;Alzheimers Res Ther;https://pubmed.ncbi.nlm.nih.gov/25984242;Neurostore;Screening;Irrelevant;;PyfaaRy74wiU
Cardiovascular risk and encoding-related hippocampal connectivity in older adults;"Meusel, Liesel-Ann C.; Greenwood, Carol E.; Maione, Andrea; Tchistiakova, Ekaterina; MacIntosh, Bradley J.; Anderson, Nicole D.";31366391;PMC6668059;10.1186/s12868-019-0518-4;2019;BMC Neurosci;https://pubmed.ncbi.nlm.nih.gov/31366391;Neurostore;Screening;Irrelevant;;St6VnobSxadJ
Orthostatic hypotension, cerebral hypoperfusion, and visuospatial deficits in Lewy body disorders;"Robertson, Andrew D;Messner, Michelle A;Shirzadi, Zahra;Kleiner-Fisman, Galit;Lee, Joyce;Hopyan, Julia;Lang, Anthony E;Black, Sandra E;MacIntosh, Bradley J;Masellis, Mario";26639982;;10.1016/j.parkreldis.2015.11.019;2016;Parkinsonism & related disorders;https://pubmed.ncbi.nlm.nih.gov/26639982;Neurostore;Screening;Irrelevant;;QjwTrKoLR9uH
The role of cerebrovascular reactivity on brain activation during a working memory task in type 2 diabetes;"Oliel, Yarden; Ravona‐Springer, Ramit; Harel, Maayan; Azuri, Joseph; Moshe, Chen Botvin; Tanne, David; Haratz, Salo; Bendlin, Barbara B; Beeri, Michal Schnaider; Livny, Abigail";40078378;11899760;10.1002/dad2.70045;2025;Alzheimers Dement (Amst);https://pubmed.ncbi.nlm.nih.gov/40078378;Neurostore;Screening;Irrelevant;;fuxXRuYLKMq6
Attention and Functional Connectivity Among Patients With Early-Stage Subcortical Ischemic Vascular Disease and Alzheimer’s Disease;"Tu, Min-Chien; Hsu, Yen-Hsuan; Yang, Jir-Jei; Huang, Wen-Hui; Deng, Jie Fu; Lin, Shih-Yen; Lin, Chien-Yuan; Kuo, Li-Wei";32903858;PMC7439096;10.3389/fnagi.2020.00239;2020;Front Aging Neurosci;https://pubmed.ncbi.nlm.nih.gov/32903858;Neurostore;Screening;Irrelevant;;7Yy439snPDb8
Modeling the Role of the Glymphatic Pathway and Cerebral Blood Vessel Properties in Alzheimer's Disease Pathogenesis.;"Kyrtsos, Christina Rose;Baras, John S";26448331;PMC4598011;10.1371/journal.pone.0139574;2015;PloS one;https://pubmed.ncbi.nlm.nih.gov/26448331;Neurostore;Screening;Irrelevant;;JYiLtirNJq7G
Brain Activation during Memory Encoding in Type 2 Diabetes Mellitus: A Discordant Twin Pair Study;"Wood, Amanda G;Chen, Jian;Moran, Christopher;Phan, Thanh;Beare, Richard;Cooper, Kimberley;Litras, Stacey;Srikanth, Velandai";27314047;PMC4903142;10.1155/2016/3978428;2016;Journal of diabetes research;https://pubmed.ncbi.nlm.nih.gov/27314047;Neurostore;Screening;Irrelevant;;5by35KT9B7rQ
Longitudinal changes in brains of patients with fluent primary progressive aphasia;Heim S, Pieperhoff P, Grande M, Kuijsten W, Wellner B, Saez LE, Schulte S, Sudmeyer M, Caspers S, Minnerop M, Binkofski F, Huber W, Amunts K;23796527;;10.1016/j.bandl.2013.05.012;2013;Brain and language;https://pubmed.ncbi.nlm.nih.gov/23796527;Neurostore;Screening;Irrelevant;;3VwPipvTAmLS
Regional white matter hyperintensities: aging, AD risk, and cognitive function;"Birdsill, Alex C;Koscik, Rebecca L;Jonaitis, Erin M;Johnson, Sterling C;Okonkwo, Ozioma C;Hermann, Bruce P;Larue, Asenath;Sager, Mark A;Bendlin, Barbara B";24199958;PMC3880609;10.1016/j.neurobiolaging.2013.10.072;2014;Neurobiology of aging;https://pubmed.ncbi.nlm.nih.gov/24199958;Neurostore;Eligibility;Out of scope;;qnMjaAHkLP7w
Voxel-wise correlations between cognition and cerebral blood flow using arterial spin-labeled perfusion MRI in patients with Alzheimer’s disease: a cross-sectional study;"Kaneta T; Katsuse O; Hirano T; Ogawa M; Shihikura-Hino A; Yoshida K; Odawara T; Hirayasu Y; Inoue T";28506213;PMC5433075;10.1186/s12883-017-0870-x;2017;BMC Neurol;https://pubmed.ncbi.nlm.nih.gov/28506213;Neurostore;Eligibility;Out of scope;;5TiQvfYkcmTe
White-matter vascular lesions correlate with alpha EEG sources in mild cognitive impairment.;"Babiloni, Claudio;Frisoni, Giovanni B;Pievani, Michela;Toscano, Leonia;Del Percio, Claudio;Geroldi, Cristina;Eusebi, Fabrizio;Miniussi, Carlo;Rossini, Paolo M";18440574;;10.1016/j.neuropsychologia.2008.03.021;2008;Neuropsychologia;https://pubmed.ncbi.nlm.nih.gov/18440574;Neurostore;Eligibility;Out of scope;;Uzpb9UNdorxd
Different patterns of functional and structural alterations of hippocampal sub-regions in subcortical vascular mild cognitive impairment with and without depression symptoms.;"Xu, Jinping;Wang, Jianjun;Lyu, Hanqing;Pu, Xuejia;Xu, Ziyun;Hu, Yuanming;Guo, Zhouke;Yu, Haibo;Hu, Qingmao";32700254;;10.1007/s11682-020-00321-7;2021;Brain imaging and behavior;https://pubmed.ncbi.nlm.nih.gov/32700254;Neurostore;Included;;;MxSpchMxDjy7
Cerebral Blood Flow Alterations as Assessed by 3D ASL in Cognitive Impairment in Patients with Subcortical Vascular Cognitive Impairment: A Marker for Disease Severity;"Sun, Yawen;Cao, Wenwei;Ding, Weina;Wang, Yao;Han, Xu;Zhou, Yan;Xu, Qun;Zhang, Yong;Xu, Jianrong";27630562;PMC5005930;10.3389/fnagi.2016.00211;2016;Frontiers in aging neuroscience;https://pubmed.ncbi.nlm.nih.gov/27630562;Neurostore;Included;;;86h2sDDHTew5
Aberrant Brain Regional Homogeneity and Functional Connectivity of Entorhinal Cortex in Vascular Mild Cognitive Impairment: A Resting-State Functional MRI Study;"Zuo, Meimei; Xu, Yi; Zhang, Xiaomin; Li, Man; Jia, Xiuqin; Niu, Jinliang; Li, Dongfang; Han, Yanqing; Yang, Yanhui";30723453;PMC6350268;10.3389/fneur.2018.01177;2018;Front Neurol;https://pubmed.ncbi.nlm.nih.gov/30723453;Neurostore;Included;;;nEirrsSdDdmz
Large‐scale network dysfunction in vascular cognitive disorder supports connectional diaschisis in advanced arteriosclerosis;"Meng, D.; Hosseini, A. A.; Simpson, R. J.; Welton, T.; Dineen, R. A.; Auer, D. P.";31505084;PMC6973074;10.1111/ene.14084;2019;Eur J Neurol;https://pubmed.ncbi.nlm.nih.gov/31505084;Neurostore;Included;;;ckTeXjQ3jKbF
Structural and functional activities of brain in patients with vascular cognitive impairment: A case-controlled magnetic resonance imaging study;"Cai LN; Yue J; Cao DN; Wang P; Zhang Q; Li A; Zhao WW; Yang G; Wang Y; Peng CL; Han SW; Hou Y; Li XL";37058059;PMC10101273;10.1097/MD.0000000000033534;2023;Medicine (Baltimore);https://pubmed.ncbi.nlm.nih.gov/37058059;Neurostore;Included;;;qyrUAas9YrZR
Altered Neurovascular Coupling in Subcortical Ischemic Vascular Disease;"Liu, Xiaoshuang; Cheng, Runtian; Chen, Li; Gong, Junwei; Luo, Tianyou; Lv, Fajin";34054499;PMC8149589;10.3389/fnagi.2021.598365;2021;Front Aging Neurosci;https://pubmed.ncbi.nlm.nih.gov/34054499;Neurostore;Included;;;dVAGhdarLCTc
Altered Functional Connectivity in Patients with Subcortical Vascular Cognitive Impairment—A Resting-State Functional Magnetic Resonance Imaging Study;Ding W, Cao W, Wang Y, Sun Y, Chen X, Zhou Y, Xu Q, Xu J;26376180;PMC4573963;10.1371/journal.pone.0138180;2015;PloS one;https://pubmed.ncbi.nlm.nih.gov/26376180;Neurostore;Included;;;78bMNBHGXwHb
Structural and Functional Changes in Subcortical Vascular Mild Cognitive Impairment: A Combined Voxel-Based Morphometry and Resting-State fMRI Study;"Yi, Liye;Wang, Jinhui;Jia, Longfei;Zhao, Zhilian;Lu, Jie;Li, Kuncheng;Jia, Jianping;He, Yong;Jiang, Chuanlu;Han, Ying";23028606;PMC3446994;10.1371/journal.pone.0044758;2012;PloS one;https://pubmed.ncbi.nlm.nih.gov/23028606;Neurostore;Included;;;5a6quX2NtDrS
Distinctive Alterations of Functional Connectivity Strength between Vascular and Amnestic Mild Cognitive Impairment;"Li H; Gao S; Jia X; Jiang T; Li K";34104193;PMC8159649;10.1155/2021/8812490;2021;Neural Plast;https://pubmed.ncbi.nlm.nih.gov/34104193;Neurostore;Included;;;bYXxLcuwz9Jy
Cortical Thinning in the Medial Temporal Lobe and Precuneus Is Related to Cognitive Deficits in Patients With Subcortical Ischemic Vascular Disease;"Chen L; Song J; Cheng R; Wang K; Liu X; He M; Luo T";33679368;PMC7925832;10.3389/fnagi.2020.614833;2020;Front Aging Neurosci;https://pubmed.ncbi.nlm.nih.gov/33679368;Neurostore;Included;;;S7frYTzzzALq
Altered functional connectivity in patients with subcortical ischemic vascular disease: A resting-state fMRI study.;Xiaoshuang Liu, Li Chen, Runtian Cheng, Tianyou Luo, FaJin Lv, Weidong Fang, Junwei Gong, Peiling Jiang;30910630;;10.1016/j.brainres.2019.03.022;2019;Brain research;https://pubmed.ncbi.nlm.nih.gov/30910630;Neurostore;Included;;;4HaBhNj4V5EU
Late life cognitive control deficits are accentuated by white matter disease burden.;Mayda AB, Westphal A, Carter CS, DeCarli C;21482547;PMC3102238;10.1093/brain/awr065;2011;Brain : a journal of neurology;https://pubmed.ncbi.nlm.nih.gov/21482547;Neurostore;Included;;;4PafsHyjnDKz
Altered static and dynamic functional network connectivity related to cognitive decline in individuals with white matter hyperintensities.;"Chen, Haifeng;Xu, Jingxian;Lv, Weiping;Hu, Zheqi;Ke, Zhihong;Qin, Ruomeng;Xu, Yun";37230298;;10.1016/j.bbr.2023.114506;2023;Behavioural brain research;https://pubmed.ncbi.nlm.nih.gov/37230298;Neurostore;Included;;;ZkUyeiywitnR
Regional Gray Matter Atrophy Coexistent with Occipital Periventricular White Matter Hyper Intensities;"Duan D; Li C; Shen L; Cui C; Shu T; Zheng J";27656141;PMC5013128;10.3389/fnagi.2016.00214;2016;Front Aging Neurosci;https://pubmed.ncbi.nlm.nih.gov/27656141;Neurostore;Included;;;6VXQjrSF94CC
Gray matter blood flow and volume are reduced in association with white matter hyperintensity lesion burden: a cross-sectional MRI study;"Crane, David E;Black, Sandra E;Ganda, Anoop;Mikulis, David J;Nestor, Sean M;Donahue, Manus J;MacIntosh, Bradley J";26217223;PMC4495336;10.3389/fnagi.2015.00131;2015;Frontiers in aging neuroscience;https://pubmed.ncbi.nlm.nih.gov/26217223;Neurostore;Included;;;3i2yhCYLDLC6
Altered brain activity mediates the relationship between white matter hyperintensity severity and cognition in older adults.;"Xing, Yi;Yang, Jianwei;Zhou, Aihong;Wang, Fen;Tang, Yi;Jia, Jianping";34671890;;10.1007/s11682-021-00564-y;2021;Brain imaging and behavior;https://pubmed.ncbi.nlm.nih.gov/34671890;Neurostore;Included;;;eJmqYpSxiXsB
Abnormal Cerebrovascular Reactivity and Functional Connectivity Caused by White Matter Hyperintensity Contribute to Cognitive Decline;"Yang, Dan; Qin, Ruomeng; Chu, Lan; Xu, Hengheng; Ni, Ling; Ma, Junyi; Shao, Pengfei; Huang, Lili; Zhang, Bing; Zhang, Meijuan; Xu, Yun";35310084;PMC8930816;10.3389/fnins.2022.807585;2022;Front Neurosci;https://pubmed.ncbi.nlm.nih.gov/35310084;Neurostore;Included;;;TrG4yRshxjd3
Altered Whole-Brain Structural Covariance of the Hippocampal Subfields in Subcortical Vascular Mild Cognitive Impairment and Amnestic Mild Cognitive Impairment Patients;"Wang X; Yu Y; Zhao W; Li Q; Li X; Li S; Yin C; Han Y";29872419;PMC5972219;10.3389/fneur.2018.00342;2018;Front Neurol;https://pubmed.ncbi.nlm.nih.gov/29872419;Neurostore;Included;;;JyukBiRXuA8P
Altered hippocampal functional connectivity patterns in patients with cognitive impairments following ischaemic stroke: A resting-state fMRI study;"Jung, JeYoung; Laverick, Rosanna; Nader, Kurdow; Brown, Thomas; Morris, Haley; Wilson, Martin; Auer, Dorothee P.; Rotshtein, Pia; Hosseini, Akram A.";34266772;PMC8527045;10.1016/j.nicl.2021.102742;2021;Neuroimage Clin;https://pubmed.ncbi.nlm.nih.gov/34266772;Neurostore;Included;;;pgMhtKvd4gkn
Impaired functional network properties contribute to white matter hyperintensity related cognitive decline in patients with cerebral small vessel disease;"Wang Y; Liu X; Hu Y; Yu Z; Wu T; Wang J; Liu J; Liu J";35264145;PMC8908649;10.1186/s12880-022-00769-7;2022;BMC Med Imaging;https://pubmed.ncbi.nlm.nih.gov/35264145;Neurostore;Included;;;pnN7hdkLGEkc
